,label
Robin_public_Carolina,4
Robin_lodging_Dorthy,0
Robin_education_Zenia,4
Robin_office_Dina,7
Robin_education_Derick,3
Robin_education_Della,9
Robin_education_Leslie,2
Robin_office_Sammie,1
Robin_education_Mercedes,4
Robin_education_Julius,3
Robin_education_Lashandra,4
Robin_education_Lizbeth,4
Robin_office_Gayle,7
Robin_office_Shirlene,1
Robin_education_Madeline,3
Robin_lodging_Phillip,7
Robin_education_Jasper,4
Robin_office_Wai,0
Robin_education_Terrance,4
Robin_lodging_Elmer,7
Robin_office_Addie,1
Robin_education_Cecilia,1
Robin_education_Kiera,1
Robin_lodging_Pricilla,7
Robin_education_So,3
Robin_office_Maryann,4
Robin_office_Serena,1
Robin_education_Derrick,3
Robin_education_Megan,4
Robin_office_Adolph,7
Robin_office_Lindsay,9
Robin_education_Takako,4
Robin_lodging_Oliva,7
Robin_office_Victor,1
Robin_education_Margarito,3
Robin_public_Cami,7
Robin_education_Kristopher,4
Robin_education_Billi,0
Robin_lodging_Celia,0
Robin_office_Donald,7
Robin_assembly_Colleen,1
Robin_office_Soledad,1
Robin_education_Audrea,3
Robin_office_Saul,5
Robin_lodging_Donna,7
Robin_office_Antonina,3
Robin_office_Erma,0
Robin_office_Zelma,4
Robin_lodging_Renea,7
Robin_lodging_Armand,7
Robin_education_Karyl,9
Robin_lodging_Janie,7
Shrew_office_Sherill,3
Shrew_office_Rose,1
Shrew_office_Nora,0
Shrew_office_Katherine,4
Shrew_office_Ila,4
Shrew_office_Doug,1
Shrew_office_Doris,4
Shrew_office_Lin,3
Shrew_office_Kenneth,1
Mouse_health_Buddy,6
Mouse_health_Modesto,2
Mouse_lodging_Vicente,7
Mouse_health_Justin,2
Mouse_health_Ileana,1
Mouse_health_Estela,3
Mouse_science_Micheal,8
