,label
Robin_public_Carolina,1
Robin_lodging_Dorthy,0
Robin_education_Zenia,1
Robin_office_Dina,5
Robin_education_Derick,3
Robin_education_Della,5
Robin_education_Leslie,3
Robin_office_Sammie,5
Robin_education_Mercedes,1
Robin_education_Julius,1
Robin_education_Lashandra,1
Robin_education_Lizbeth,5
Robin_office_Gayle,5
Robin_office_Shirlene,5
Robin_education_Madeline,1
Robin_lodging_Phillip,5
Robin_education_Jasper,1
Robin_office_Wai,0
Robin_education_Terrance,1
Robin_lodging_Elmer,5
Robin_office_Addie,5
Robin_education_Cecilia,5
Robin_education_Kiera,0
Robin_lodging_Pricilla,5
Robin_education_So,3
Robin_office_Maryann,1
Robin_office_Serena,0
Robin_education_Derrick,1
Robin_education_Megan,1
Robin_office_Adolph,5
Robin_office_Lindsay,5
Robin_education_Takako,1
Robin_lodging_Oliva,5
Robin_office_Victor,0
Robin_education_Margarito,3
Robin_public_Cami,5
Robin_education_Kristopher,1
Robin_education_Billi,0
Robin_lodging_Celia,0
Robin_office_Donald,5
Robin_assembly_Colleen,5
Robin_office_Soledad,5
Robin_education_Audrea,1
Robin_office_Saul,2
Robin_lodging_Donna,5
Robin_office_Antonina,1
Robin_office_Erma,0
Robin_office_Zelma,5
Robin_lodging_Renea,5
Robin_lodging_Armand,5
Robin_education_Karyl,5
Robin_lodging_Janie,5
Shrew_office_Sherill,1
Shrew_office_Rose,5
Shrew_office_Nora,0
Shrew_office_Katherine,2
Shrew_office_Ila,1
Shrew_office_Doug,5
Shrew_office_Doris,1
Shrew_office_Lin,1
Shrew_office_Kenneth,0
Mouse_health_Buddy,4
Mouse_health_Modesto,3
Mouse_lodging_Vicente,5
Mouse_health_Justin,3
Mouse_health_Ileana,0
Mouse_health_Estela,1
Mouse_science_Micheal,1
