,label
Robin_public_Carolina,1
Robin_lodging_Dorthy,2
Robin_education_Zenia,1
Robin_office_Dina,0
Robin_education_Derick,5
Robin_education_Della,0
Robin_education_Leslie,5
Robin_office_Sammie,0
Robin_education_Mercedes,1
Robin_education_Julius,1
Robin_education_Lashandra,1
Robin_education_Lizbeth,0
Robin_office_Gayle,0
Robin_office_Shirlene,0
Robin_education_Madeline,1
Robin_lodging_Phillip,0
Robin_education_Jasper,1
Robin_office_Wai,2
Robin_education_Terrance,1
Robin_lodging_Elmer,0
Robin_office_Addie,0
Robin_education_Cecilia,0
Robin_education_Kiera,2
Robin_lodging_Pricilla,0
Robin_education_So,5
Robin_office_Maryann,1
Robin_office_Serena,2
Robin_education_Derrick,1
Robin_education_Megan,1
Robin_office_Adolph,0
Robin_office_Lindsay,0
Robin_education_Takako,1
Robin_lodging_Oliva,0
Robin_office_Victor,2
Robin_education_Margarito,5
Robin_public_Cami,0
Robin_education_Kristopher,1
Robin_education_Billi,2
Robin_lodging_Celia,2
Robin_office_Donald,0
Robin_assembly_Colleen,0
Robin_office_Soledad,0
Robin_education_Audrea,1
Robin_office_Saul,6
Robin_lodging_Donna,0
Robin_office_Antonina,1
Robin_office_Erma,2
Robin_office_Zelma,0
Robin_lodging_Renea,0
Robin_lodging_Armand,0
Robin_education_Karyl,0
Robin_lodging_Janie,0
Shrew_office_Sherill,1
Shrew_office_Rose,0
Shrew_office_Nora,2
Shrew_office_Katherine,1
Shrew_office_Ila,1
Shrew_office_Doug,0
Shrew_office_Doris,1
Shrew_office_Lin,1
Shrew_office_Kenneth,2
Mouse_health_Buddy,4
Mouse_health_Modesto,5
Mouse_lodging_Vicente,0
Mouse_health_Justin,5
Mouse_health_Ileana,2
Mouse_health_Estela,1
Mouse_science_Micheal,3
