,label
Robin_public_Carolina,2
Robin_lodging_Dorthy,1
Robin_education_Zenia,2
Robin_office_Dina,1
Robin_education_Derick,0
Robin_education_Della,1
Robin_education_Leslie,0
Robin_office_Sammie,2
Robin_education_Mercedes,2
Robin_education_Julius,0
Robin_education_Lashandra,2
Robin_education_Lizbeth,1
Robin_office_Gayle,1
Robin_office_Shirlene,1
Robin_education_Madeline,0
Robin_lodging_Phillip,1
Robin_education_Jasper,2
Robin_office_Wai,2
Robin_education_Terrance,2
Robin_lodging_Elmer,1
Robin_office_Addie,1
Robin_education_Cecilia,2
Robin_education_Kiera,2
Robin_lodging_Pricilla,1
Robin_education_So,0
Robin_office_Maryann,2
Robin_office_Serena,2
Robin_education_Derrick,0
Robin_education_Megan,2
Robin_office_Adolph,1
Robin_office_Lindsay,1
Robin_education_Takako,2
Robin_lodging_Oliva,1
Robin_office_Victor,2
Robin_education_Margarito,0
Robin_public_Cami,1
Robin_education_Kristopher,2
Robin_education_Billi,2
Robin_lodging_Celia,1
Robin_office_Donald,1
Robin_assembly_Colleen,2
Robin_office_Soledad,2
Robin_education_Audrea,0
Robin_office_Saul,1
Robin_lodging_Donna,1
Robin_office_Antonina,0
Robin_office_Erma,2
Robin_office_Zelma,2
Robin_lodging_Renea,1
Robin_lodging_Armand,1
Robin_education_Karyl,1
Robin_lodging_Janie,1
Shrew_office_Sherill,2
Shrew_office_Rose,1
Shrew_office_Nora,2
Shrew_office_Katherine,2
Shrew_office_Ila,2
Shrew_office_Doug,2
Shrew_office_Doris,2
Shrew_office_Lin,0
Shrew_office_Kenneth,2
Mouse_health_Buddy,2
Mouse_health_Modesto,0
Mouse_lodging_Vicente,1
Mouse_health_Justin,0
Mouse_health_Ileana,2
Mouse_health_Estela,0
Mouse_science_Micheal,0
