,label
Robin_public_Carolina,4
Robin_lodging_Dorthy,0
Robin_education_Zenia,4
Robin_office_Dina,2
Robin_education_Derick,3
Robin_education_Della,2
Robin_education_Leslie,3
Robin_office_Sammie,4
Robin_education_Mercedes,1
Robin_education_Julius,1
Robin_education_Lashandra,1
Robin_education_Lizbeth,4
Robin_office_Gayle,2
Robin_office_Shirlene,4
Robin_education_Madeline,1
Robin_lodging_Phillip,2
Robin_education_Jasper,4
Robin_office_Wai,0
Robin_education_Terrance,1
Robin_lodging_Elmer,2
Robin_office_Addie,4
Robin_education_Cecilia,4
Robin_education_Kiera,4
Robin_lodging_Pricilla,2
Robin_education_So,1
Robin_office_Maryann,1
Robin_office_Serena,0
Robin_education_Derrick,1
Robin_education_Megan,1
Robin_office_Adolph,2
Robin_office_Lindsay,2
Robin_education_Takako,4
Robin_lodging_Oliva,2
Robin_office_Victor,4
Robin_education_Margarito,3
Robin_public_Cami,2
Robin_education_Kristopher,4
Robin_education_Billi,0
Robin_lodging_Celia,0
Robin_office_Donald,2
Robin_assembly_Colleen,4
Robin_office_Soledad,4
Robin_education_Audrea,1
Robin_office_Saul,5
Robin_lodging_Donna,2
Robin_office_Antonina,1
Robin_office_Erma,0
Robin_office_Zelma,4
Robin_lodging_Renea,2
Robin_lodging_Armand,2
Robin_education_Karyl,2
Robin_lodging_Janie,2
Shrew_office_Sherill,1
Shrew_office_Rose,4
Shrew_office_Nora,0
Shrew_office_Katherine,4
Shrew_office_Ila,4
Shrew_office_Doug,4
Shrew_office_Doris,4
Shrew_office_Lin,1
Shrew_office_Kenneth,4
Mouse_health_Buddy,7
Mouse_health_Modesto,3
Mouse_lodging_Vicente,2
Mouse_health_Justin,3
Mouse_health_Ileana,0
Mouse_health_Estela,1
Mouse_science_Micheal,6
