,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Robin_public_Carolina,-0.15277770385390843,0.6669002356066259,-0.32354600634168174,-1.771047301901769,-0.7639646772737463,0.5451007524058235,0.12319266206441891,0.1134185901704662,1.8436155322989283,0.4661172749360151,0.06757543192687204,0.2819498230398445,-1.4800329809858055,0.044235395535105526,-0.2447140065620886,0.14170035809489956,-1.435939608940417,0.19424899128344564,-0.15092711909443313,0.16650624853585486,0.4275322698892777,-0.07677079059451275,-0.3324682366015982,0.16515760706026716,-0.24772418764884271,0.12196781269650706,-0.1660412927046576,0.17638326895289308,-0.519833673060032,0.18664699314582756,-0.1142929472641645,0.12684232396352424,0.021460896612545258,0.006071095986695683,-0.13016376442026695,-0.22107545404208556,-1.4043956152114536,0.02125839097906023,-0.15320592580083658,-0.10678886938263496,-0.4237766553778557,-0.11922961229669019,-0.4175101527071142,0.03154789212576715,0.3014282461670526
Robin_lodging_Dorthy,-0.7631522764836036,-0.7957115001418457,-0.49204208968022856,-0.12286701136580623,0.010425839309042954,-0.9075848500595026,-0.5746035346640527,0.19083351551833566,-0.7551797728731316,-0.9104284025281426,-0.6007925618780933,0.4564184956755025,-0.7029365010363509,-0.8162576275811848,-0.5787500804855276,0.17730570979116872,0.20205030442886035,-0.7249109641296675,-0.5481883594232823,0.537898535380099,0.5667120401950678,-0.486626209386775,-0.5120673824135143,0.6270984946978513,-0.1162686687004068,-0.3357693062621326,-0.4357359758053074,0.3364126666452475,0.0969527633218691,-0.7401890098754885,-0.5922400801838764,0.37450384262825603,1.2375783713234476,0.4189056230820036,-0.7472282461403436,-0.7913478709628756,-0.551726848833071,3.327451008582468,-0.7760343998364155,-0.7916273102857163,-0.6990176188464557,-0.7977237736838076,-0.7560046101763604,-0.81553350092113,0.8172797189348039
Robin_education_Zenia,-0.2428333819870057,-0.3248365997462413,-0.3698266927142349,0.5785047932941847,-0.5851463276695188,-0.21898172703302282,-0.38714134658278887,0.2853228240792547,0.1808428192517981,-0.11480622633842817,-0.3496367770925497,0.2982488152238263,1.0934924131216506,-0.13796313039947572,-0.3457898687620153,0.23317682967155678,-0.14994810219120727,-0.16732935073970523,-0.3624734178799953,0.1136443768263316,-0.12537690884703717,-0.4253616863081361,-0.47425249842687034,0.00935417902234268,-0.7586955089043358,-0.5883833184104449,-0.5375378771937189,0.2250173981479659,-0.37691476909394955,-0.22277572003602444,-0.3764821387767939,0.1180541965318226,0.26468439155472573,-0.4067634311086122,-0.24506306695229038,-0.2111754289872657,0.3009419175453115,-0.5020513353326352,-0.22055232681461492,-0.2756668994190131,-0.22718662401253353,-0.23729838490629304,-0.17817851188938374,-0.29096536094190684,-0.46301565029771613
Robin_office_Dina,-0.7608306367673149,-0.8569113931345984,-0.49196462496818655,0.3534997908441591,-0.5029828677550324,-0.7586489504720809,-0.5559390258887033,0.1625111332245265,-0.5883530704172272,-0.7795177693883214,-0.5842621451362642,0.06069157923534015,-0.08603108048682154,-0.7970795637293824,-0.5754536037564575,0.04351720169119948,0.5724084420824098,-0.775962100156829,-0.5567015030540569,0.05744911569141058,0.721768824214867,-0.8452119076746065,-0.59775876997971,0.10837255477003802,-0.060317151595132686,-0.9547114898758854,-0.6411248836185234,0.0988297267326138,0.03628300792529113,-1.0676594099660366,-0.6612754855312536,0.1994207145531818,0.5079078864969061,-0.8195979582039201,-0.7876446726135427,-0.7196766262692416,0.3009419175453115,-0.21909218971175917,-0.7610597374254487,-0.8014803919475116,-0.7104857851082425,-0.7835555452937941,-0.7004983794720528,-0.8244949623430152,0.08914699034447478
Robin_education_Derick,1.9678136790991556,1.9089556695764147,1.739444087329864,0.6544842788964901,1.686468541368984,1.0094061875034939,0.5927270086528075,0.4573083449854595,0.4700100332593289,1.243308779426113,0.9055868106426862,0.43868924416872096,-0.8595099826627829,1.2558852295677354,0.9025890048412513,0.4490407767249238,-0.42114760051861605,1.4314804209355962,1.1130083797606358,0.3391034700786671,0.27212553762314273,1.5374711826711989,1.211136062957292,0.287289636088839,1.5362058145147095,1.6267434740226778,1.4484645504967237,0.3844033747763418,0.986903118962309,1.9189525651225505,1.8892464522804107,0.25453426511330857,0.26468439155472573,-0.4067634311086122,2.0128154814025434,2.000398611725473,-0.551726848833071,-0.6731051125432369,2.0280630933474675,1.8607464801337148,1.9703398143773412,1.9306027130248824,2.068576500608008,1.7763245593428107,-0.927402256014243
Robin_education_Della,-0.9446158466714742,-1.0904568096967604,-0.5013322429852483,1.1569942976856917,-0.22762010893905424,-1.0622994912623447,-0.5812497249426246,-4.516114214533921,-0.681647602771703,-1.0674514927676593,-0.6078306508829349,-4.5673772132306745,-0.5177175542598538,-1.0984781735325055,-0.6004684710145064,-4.60658561092195,0.6126630259602575,-1.0547643274716005,-0.5779826450306574,-4.54269246656116,0.768899978171074,-1.1258660591411784,-0.6180906053577855,-4.589454798563245,-0.09018003209810944,-1.337434008707833,-0.6766778946598687,-4.583247991123598,0.15949204544974332,-1.3373895836517529,-0.6793233290793297,-4.612108452834461,-3.6268915275201614,-2.0581015394898436,-0.990053981072864,-0.8865059869263429,-2.257064381589836,-1.3521021616902156,-0.9431938157738741,-1.0392837599255824,-0.872151619780851,-1.003480502301217,-0.8579789109628763,-1.0902394726694755,-2.0819364278841217
Robin_education_Leslie,3.359369202959738,3.733758988912889,4.404341038190038,0.52867159702283,-3.329899138480824,2.4899920524352424,2.8679476236086363,0.3768814874762682,0.9041791447778867,2.5776457555462473,3.1561474149369926,0.19053975662366782,4.693523929953547,3.2465049311855196,4.563014184193899,0.29369246590456527,-3.645674607162062,3.4330766323618986,4.932384781511739,0.05967011705057546,-3.8191420856718294,2.716871718065623,3.641870089400754,0.1822394546026305,-2.1592528046977835,2.8612078880560103,3.574945536389751,0.058781348453392,-2.61799351032731,2.683624100214021,3.2600594502918523,0.0402169428997201,0.5079078864969061,0.006071095986695683,3.4548596863736645,3.3244561975305325,-0.551726848833071,-0.6299585519428901,3.411158280520163,3.3728155505399915,3.160796145216552,3.43650904812653,3.415616051646954,3.396235847007774,-0.7737075004363947
Robin_office_Sammie,-0.4622323735501655,-0.5967019657885475,-0.4390339633196368,0.6671276946167343,-1.448594970318696,-0.45709300595636276,-0.4794298561245628,0.4603494227143462,0.40888907364339994,-0.3684732555549918,-0.4675893759953935,0.16163509708399038,-0.12251838239193563,-0.21098490545499604,-0.3865058982505535,0.32990804196987494,-0.6027923612927081,-0.30696371677000656,-0.42488156410093214,0.08076322782299322,0.4306122836101434,-0.6750158460429465,-0.5632627985291812,0.12668262162469662,-0.7541257472293575,-0.29422201748168886,-0.41135479866056446,0.22853702700140022,-2.3624394994390703,0.6997716619503417,0.3493455252664759,0.1373238889049864,0.7511313814390866,-0.4067634311086122,-0.4685866942850042,-0.47080126973513825,0.3009419175453115,-0.08829701105838848,-0.45848412490322504,-0.43956912321618474,-0.33908330262927394,-0.4562066347090764,-0.48229340792520353,-0.473923189804314,0.036405466058758225
Robin_education_Mercedes,0.24333831450265814,0.5380423098547067,-0.12183714923939981,0.18017458449119483,0.9022336787752429,0.3373132180906573,-0.045759278544143626,-0.06755529888483619,0.6065425295835757,0.42016788045625303,0.021249053289151915,0.08873908552410291,0.9401649861792459,0.5175555136682511,0.11132411611408631,0.07654175831082913,-0.45242486107145186,0.20808202253171237,-0.14161471021788646,0.08348313654663941,0.5867009116591474,-0.12499126487594517,-0.3597199927459971,0.1638109092439291,0.5402327631021746,-0.007307265177619287,-0.24884906328450596,0.15393134378987983,-0.7719292615404262,0.20720768953161967,-0.09754240515290862,0.21438268289592038,0.5079078864969061,-0.8195979582039201,0.22594699422698264,0.25519933366803227,0.3009419175453115,-0.6055240872902072,0.22987801748980405,0.32833837538941685,0.12939079184614607,0.2771621495045297,0.20465450976611724,0.4072284231691356,-0.4320068136926706
Robin_education_Julius,0.9201487947383223,1.7224828297002288,0.43775613984008976,-0.08620794568272849,0.39323050529620035,1.9182205766668443,1.8391075068909328,0.2758400629809286,0.38497272481355005,2.188139748655137,2.3935339348156184,0.20497344957073185,1.2605903140013515,2.3005196070640013,2.536850836158965,0.36449784266898644,-1.9437547381072042,2.426075853217871,2.7367243812274653,0.4035855284152003,-2.1914812826538657,2.550217561556164,3.0492126843149814,0.19930157458246203,-1.1548844448672053,1.2554750281499782,0.9417657577262502,0.33820196631560295,1.151433098553133,0.838221227893276,0.47082856163610504,0.3243463249127049,-0.4649860932718156,-0.8195979582039201,1.2115018796319774,0.7297455503309207,-1.4043956152114536,0.2207140286401607,0.9706443095723286,1.3483862337203598,0.58033440667161,1.2889785789964465,0.7351172661262111,1.651325633930246,0.39144459701942186
