,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Robin_public_Carolina,-0.024850723759343114,-0.004795882478759496,-0.03922549034082701,0.026622335652078718,-0.15058259124916124,0.010324745667703411,-0.02378747784434699,0.014363656233340124,-0.065470884790184,0.017836181234709255,-0.019137716614590763,-0.003836614184796176,0.008032317651299707,-0.024167409623560954,-0.041404191578287765,0.0022801229375249378,-0.018284559773062082,-0.015935030162915337,-0.036223974708037135,-0.0040353474647893935,0.04098583549914208,-0.03604109634844956,-0.044737876879441564,-0.0037975980954274733,0.0033801387334518574,-0.014878159965479011,-0.01468434279500668,-0.010618766357646997,-0.060784525855003504,-0.013768767211955303,-0.013117463450434871,-0.01170877614844956,-0.3955761693979735,-0.06134383589318976,-0.16813874550359575,-0.16098002902631398,-0.08171144369230114,-0.28747362928903963,-0.08139417097241591,-0.10391213661356773,-0.0453955287818811,-0.09914734917931207,-0.13465506333102967,-0.10429903792695702,-0.1405000684152036
Robin_lodging_Dorthy,-0.08046598743470543,-0.07234982587745559,-0.05231103383858797,0.04216889276091802,-0.01106706006317002,-0.09803908975337706,-0.05923888679232296,0.013674133104971793,-0.03909650684738681,-0.09638108737011704,-0.059450464010864554,0.053234362579581467,-0.03195984162024158,-0.08731255713013673,-0.05805501416060662,0.05718718770046251,0.022009768392734354,-0.07840874456896073,-0.05474732976537427,0.07456481252686771,0.050635664058452746,-0.05338976019961902,-0.050290539157031945,0.0811014535850593,-0.0006813489205011002,-0.026476430509287364,-0.015610386506114411,0.04047417158388558,0.00030757767715766773,-0.019783762580833242,-0.01322806942447234,0.05202092835766988,1.071651804369056,-0.06134383589318976,-0.5468206599872112,-0.5767009317270118,-0.08171144369230114,2.063544670102619,-0.2886538865966045,-0.2793207769762147,-0.18636217623030588,-0.2965916711192072,-0.25541360035397037,-0.26911298706931386,-0.05583750625674575
Robin_education_Zenia,-0.0011697799032524831,0.009262071720677533,-0.029077532715089994,0.0328885259983056,-0.0249426658209197,-0.018353513178287522,-0.039340384365363926,0.013013525160658354,-0.03450291966921661,-0.021716629179325514,-0.040958039978122814,0.025932982002371426,0.10261061010982021,-0.023573807313772545,-0.04110305780740136,0.01776712210402946,-0.04387708026949227,-0.019340628814028107,-0.037740241420351144,0.006992950273797714,-0.0023696924387049726,-0.04427682851074676,-0.04673011895289827,0.007604731462656212,-0.014327832494738216,-0.028580587354790583,-0.015745161723230695,0.009734529468855667,-0.011715362590110776,-0.015644441718619524,-0.01316083823978763,0.014835497307906814,0.09349982185770297,-0.3220551384392462,-0.04310488021368764,0.008556817055479716,-0.08171144369230114,-0.5083079132773032,-0.007403823284711785,-0.04536176821552613,0.05011242517537712,-0.0058127861035128904,0.004332279966833155,-0.05775619116450707,-0.18456077362415393
Robin_office_Dina,-0.07849182008745224,-0.06632816788743263,-0.0521101809089521,0.03609274518703659,-0.04383801889840992,-0.0791198572277311,-0.057563292582170765,0.02046680436942399,-0.05440256621692433,-0.07858504957532911,-0.057732264905716396,-0.013097367308225971,-0.0044011795645364825,-0.08001421393049238,-0.05719833033819695,0.002543936738207032,0.027856116432032188,-0.0809152991606392,-0.0550800640056698,-0.023464431944305246,0.06378623784410173,-0.08478954365403675,-0.05668943993890365,-0.002451156158232421,-0.0027736307402713325,-0.043199393958502266,-0.01639811788564289,-0.012575690072992212,-0.010795516405686947,-0.022468664518940435,-0.013251182419974325,-0.003337678834867711,0.33803781748554124,-0.5827664409853026,-0.555327278860011,-0.5168675910915256,0.7120568664614809,-0.30785561947240875,-0.27893755657049063,-0.2709127223362568,-0.18468541124051743,-0.2889905120527323,-0.23250241764975677,-0.26032459936889835,-0.1380739082128902
Robin_education_Derick,0.22010850575905916,0.12070935575200825,0.19945894495029284,0.041683145199243876,0.180009522812029,0.25633832037611837,0.28819173823414573,0.012588398696257294,0.48113181883612505,0.2978815058574472,0.37521382485251686,-0.0066942975961391555,-0.09131329683170139,0.27083154492936307,0.31314531209959334,0.005048054737069875,-0.08542625391592089,0.1614299123292632,0.12356078088800057,0.052336901649747525,-0.030492421670660724,0.19562876451326222,0.1641580651371122,0.0334882464192485,0.102799893690249,0.0459069173293005,-0.004699767819626314,0.04694815445288411,-0.06979015991984601,0.0068203455065290915,-0.012128402249520151,0.028265960569570307,-0.15103817377013531,-0.5827664409853026,1.5104622370044125,1.522472854434612,0.7120568664614809,-0.4558424196239488,0.7835137288649136,0.5948236013477788,-0.2211943111964911,0.6618453857172187,0.8384023020078673,0.6811390361804088,-0.23788110735504445
Robin_education_Della,-0.09750362580154638,-0.0787003444710187,-0.0531094115733775,-0.3091511759554729,-0.013001362495034306,-0.10081503012629163,-0.05932384085997106,-0.468222104778593,-0.031491001507342305,-0.10092693888138492,-0.0596186377264589,-0.3678669825436146,-0.02381145275807058,-0.10164825498621156,-0.058925768187528774,-0.30863301247776515,0.022799822644738663,-0.10158064089703663,-0.056616680923747234,-0.3085017963147782,0.06758733836656768,-0.10865210177354286,-0.05844568809832832,-0.27795447500557446,-0.008851290550508201,-0.0532050158954685,-0.01656056281043134,-0.2633748500505168,0.0037732154501904963,-0.023909271106773333,-0.013256986091850958,-0.22720425378106138,0.33803781748554124,-0.3220551384392462,-0.6950722100851702,-0.6482052583456023,0.7120568664614809,0.5474431717408406,-0.34750821241548996,-0.32859588788945626,-0.26548905435072595,-0.35325485688747466,-0.29621815932115564,-0.30850148812976497,1.6653728724621413
Robin_education_Leslie,0.3896511512479823,0.19080731854226618,0.5375282148001664,0.043124495611463705,-0.10602991296828664,0.2331239029390608,0.2448101341750817,0.015983339892541,0.002686045639075701,0.2171777791597046,0.2174808535918407,0.022351227864152928,0.5153332997624339,0.29684518825415374,0.3671957774474885,0.0178562581549937,-0.20120243918602057,0.37602788017887445,0.5288550656679977,-0.0023050093570784022,-0.4958897827313647,0.28728891185060085,0.37038401631914464,0.026708067853937995,-0.06503882587507222,0.07992545392988691,0.004547538876722026,0.001832438047406824,0.04867684452160772,0.01892659577219849,-0.011105306592193144,-0.0073335647360049,0.09349982185770297,-0.3220551384392462,2.7214830411487743,2.6907742985013074,-0.8754797538460831,-0.4388384113147427,1.3954867384894747,1.1038902472048011,1.6960722944741922,1.223933823321523,1.5025691714109128,0.8957918998696658,-0.2860060053128141
Robin_office_Sammie,-0.05141854997398632,-0.05501727362335762,-0.04762136557363366,0.042658157106215254,-0.026868230574162568,-0.038360857178991625,-0.0475087106276267,0.005667450101443786,-0.009023949359965616,-0.03781739789657544,-0.04744972564750357,0.013539001958581093,0.04219382149374653,-0.035399790784162395,-0.04588349872819234,0.017611463281405733,0.00384650517445191,-0.03765552378299574,-0.044894768770120046,0.008660502691065787,0.049201436531843744,-0.06618584327029915,-0.05341805214835917,0.01131845878995232,-0.06584293072631639,-0.026449570340225225,-0.01559552078706306,0.020884448567220448,-0.026090007275927106,-0.013264277734171742,-0.01310481067642926,0.015594916095286654,0.33803781748554124,-0.3220551384392462,-0.3673178856139342,-0.3727046298464032,-0.08171144369230114,-0.01747254745086374,-0.18617895888146607,-0.18976521825294232,-0.12354389131027771,-0.18982993695826428,-0.1726501706977381,-0.18336643784388137,-0.11356991283615202
Robin_education_Mercedes,0.04225470345444582,0.07942738932532016,-0.0019433506331219493,0.02423314572779535,-0.13345764497711024,0.023131432260198884,-0.015521895681998523,0.011158302864776917,0.14817087697685646,0.05002341968384862,0.004978283920172733,-0.0020651604184599055,0.20296068267206688,0.029289785208996666,-0.010823949260456005,0.006369586564646281,0.03737420130061774,0.03142296421301721,-0.009075534279472355,0.008870454671937717,0.06446856231920786,-0.004764763994184108,-0.03147988856237114,0.011327723697996466,0.015803679828721873,-0.007928907464649868,-0.013978930118091757,0.006711227068217347,-0.05951259277051203,-0.0093737016327493,-0.012985831588540235,0.008791510028810593,0.33803781748554124,0.1993674666528667,0.29965506194634456,0.3427220834593755,-0.8754797538460831,-0.4833986411238083,0.16242568296601956,0.1959376677820001,0.22334592628176253,0.15417620262331266,0.15277885257330648,0.17258522865624587,-0.17045158908998273
Robin_education_Julius,0.0955660625447635,0.030405980087134164,0.040311555515049995,0.04263854588264373,0.0579525012914254,0.22000526763020536,0.2216576586546117,0.058596024277195444,0.07711374846351195,0.24392159170601346,0.26538529062521615,0.04877519261438362,-0.06757162248857593,0.2853892456692042,0.3424360415984504,0.03232477140135401,0.15882563640580577,0.25501066726589244,0.2717600996410638,0.06127417591287211,-0.21669471595062115,0.24685920322842952,0.25654617630263726,0.03433013835195493,0.06807106672685846,0.052649688185427417,-0.003098596374491049,0.05333072715263638,-0.16454889330242278,-0.004051109833526209,-0.012766779966097732,0.042605243457523014,-0.6401141650258118,-0.5827664409853026,0.8485165187851182,0.46265408969856503,-0.08171144369230114,0.46896266942714404,0.339316274472669,0.2718956423270708,-0.23590405824127422,0.4021621514280127,0.2918804943556711,0.3349165406406102,-0.04380537786053761
