,label
Robin_public_Carolina,6
Robin_lodging_Dorthy,1
Robin_education_Zenia,6
Robin_office_Dina,1
Robin_education_Derick,13
Robin_education_Della,5
Robin_education_Leslie,9
Robin_office_Sammie,1
Robin_education_Mercedes,12
Robin_education_Julius,0
Robin_education_Lashandra,10
Robin_education_Lizbeth,6
Robin_office_Gayle,1
Robin_office_Shirlene,1
Robin_education_Madeline,12
Robin_lodging_Phillip,1
Robin_education_Jasper,6
Robin_office_Wai,0
Robin_education_Terrance,12
Robin_lodging_Elmer,1
Robin_office_Addie,1
Robin_education_Cecilia,1
Robin_education_Kiera,1
Robin_lodging_Pricilla,1
Robin_education_So,7
Robin_office_Maryann,12
Robin_office_Serena,1
Robin_education_Derrick,7
Robin_education_Megan,12
Robin_office_Adolph,1
Robin_office_Lindsay,5
Robin_education_Takako,6
Robin_lodging_Oliva,1
Robin_office_Victor,1
Robin_education_Margarito,7
Robin_public_Cami,6
Robin_education_Kristopher,6
Robin_education_Billi,1
Robin_lodging_Celia,1
Robin_office_Donald,6
Robin_assembly_Colleen,1
Robin_office_Soledad,1
Robin_education_Audrea,6
Robin_office_Saul,11
Robin_lodging_Donna,1
Robin_office_Antonina,7
Robin_office_Erma,1
Robin_office_Zelma,6
Robin_lodging_Renea,1
Robin_lodging_Armand,1
Robin_education_Karyl,5
Robin_lodging_Janie,6
Shrew_office_Sherill,0
Shrew_office_Rose,1
Shrew_office_Nora,12
Shrew_office_Katherine,6
Shrew_office_Ila,6
Shrew_office_Doug,1
Shrew_office_Doris,12
Shrew_office_Lin,0
Shrew_office_Kenneth,1
Mouse_health_Buddy,2
Mouse_health_Modesto,8
Mouse_lodging_Vicente,1
Mouse_health_Justin,4
Mouse_health_Ileana,1
Mouse_health_Estela,0
Mouse_science_Micheal,3
